Date,Close
6/12/2020 16:00,41.57
6/15/2020 16:00,43.22
6/16/2020 16:00,44.61
6/17/2020 16:00,42.97
6/18/2020 16:00,43.34
6/19/2020 16:00,43.74
6/22/2020 16:00,43.54
6/23/2020 16:00,42.77
6/24/2020 16:00,40.63
6/25/2020 16:00,41.97
6/26/2020 16:00,39.23
6/29/2020 16:00,41.1
6/30/2020 16:00,41.99
7/1/2020 16:00,39.89
7/2/2020 16:00,39.8
7/6/2020 16:00,40.25
7/7/2020 16:00,38.56
7/8/2020 16:00,38.66
7/9/2020 16:00,36.98
7/10/2020 16:00,38.53
7/13/2020 16:00,39.29
7/14/2020 16:00,38.43
7/15/2020 16:00,40.62
7/16/2020 16:00,40.86
7/17/2020 16:00,39.29
7/20/2020 16:00,38.67
7/21/2020 16:00,41.03
7/22/2020 16:00,40.52
7/23/2020 16:00,42.01
7/24/2020 16:00,41.86
7/27/2020 16:00,40.15
7/28/2020 16:00,40.41
7/29/2020 16:00,41.93
7/30/2020 16:00,40.31
7/31/2020 16:00,39.62
8/3/2020 16:00,39.92
8/4/2020 16:00,39.72
8/5/2020 16:00,40.84
8/6/2020 16:00,40.48
8/7/2020 16:00,42.7
8/10/2020 16:00,43.65
8/11/2020 16:00,44.47
8/12/2020 16:00,44.02
8/13/2020 16:00,43.49
8/14/2020 16:00,43.93
8/17/2020 16:00,43.23
8/18/2020 16:00,41.81
8/19/2020 16:00,41.93
8/20/2020 16:00,40.87
8/21/2020 16:00,40.29
8/24/2020 16:00,42.34
8/25/2020 16:00,42.45
8/26/2020 16:00,41.51
8/27/2020 16:00,41
8/28/2020 16:00,40.88
8/31/2020 16:00,39.95
9/1/2020 16:00,40
9/2/2020 16:00,39.8
9/3/2020 16:00,40.05
9/4/2020 16:00,40.92
9/8/2020 16:00,39.75
9/9/2020 16:00,39.57
9/10/2020 16:00,38.79
9/11/2020 16:00,38.85
9/14/2020 16:00,39.9
9/15/2020 16:00,39.19
9/16/2020 16:00,39.19
9/17/2020 16:00,38.68
9/18/2020 16:00,37.48
9/21/2020 16:00,35.32
9/22/2020 16:00,33.93
9/23/2020 16:00,33.28
9/24/2020 16:00,34.12
9/25/2020 16:00,35.01
9/28/2020 16:00,35.56
9/29/2020 16:00,34.84
9/30/2020 16:00,35.59
10/1/2020 16:00,35.97
10/2/2020 16:00,37.55
10/5/2020 16:00,38.64
10/6/2020 16:00,38.66
10/7/2020 16:00,39.95
10/8/2020 16:00,40.23
10/9/2020 16:00,39.88
10/12/2020 16:00,40.66
10/13/2020 16:00,39.05
10/14/2020 16:00,38.51
10/15/2020 16:00,39.57
10/16/2020 16:00,39.56
10/19/2020 16:00,39.52
10/20/2020 16:00,40.37
10/21/2020 16:00,42.55
10/22/2020 16:00,44.94
10/23/2020 16:00,45.19
10/26/2020 16:00,45.15
10/27/2020 16:00,43.6
10/28/2020 16:00,42.96
10/29/2020 16:00,44.69
10/30/2020 16:00,45.79
11/2/2020 16:00,46.39
11/3/2020 16:00,47.67
11/4/2020 16:00,43.24
11/5/2020 16:00,45.29
11/6/2020 16:00,44.58
11/9/2020 16:00,51.14
11/10/2020 16:00,53.42
11/11/2020 16:00,50.8
11/12/2020 16:00,50.04
11/13/2020 16:00,51.94
11/16/2020 16:00,55.44
11/17/2020 16:00,55.49
11/18/2020 16:00,53.97
11/19/2020 16:00,54.09
11/20/2020 16:00,54.44
11/23/2020 16:00,55.84
11/24/2020 16:00,58
11/25/2020 16:00,57.31
11/27/2020 13:00,56.81
11/30/2020 16:00,54.16
12/1/2020 16:00,56.11
12/2/2020 16:00,57.45
12/3/2020 16:00,57.49
12/4/2020 16:00,59.65
12/7/2020 16:00,60.03
12/8/2020 16:00,59.43
12/9/2020 16:00,59.88
12/10/2020 16:00,60.28
12/11/2020 16:00,60.01
12/14/2020 16:00,59.76
12/15/2020 16:00,62.29
12/16/2020 16:00,63.01
12/17/2020 16:00,62.75
12/18/2020 16:00,62.91
12/21/2020 16:00,62.99
12/22/2020 16:00,62.64
12/23/2020 16:00,65.11
12/24/2020 13:00,65.26
12/28/2020 16:00,65.51
12/29/2020 16:00,64.67
12/30/2020 16:00,64.57
12/31/2020 16:00,64.4
